Date,Instrument,First Trade Date,ClosePrice,OpenPrice,Volume,BidPrice,AskPrice,DividendYield,BookValuePerShare,Beta,MarketCap,CommonSharesOutstanding,MonthlyReturn,EconomicSector,EarningsPerShare,RIC,Momentum_3M,Momentum_6M,Momentum_12M,Volatility_3M,Volatility_6M,Volatility_12M,BidAskSpread,TurnoverRatio,BrentOil,USDNOK,EURNOK,US10Y,USCPI,USGDPGrowth,OSEBXReturns,NorgesBank10Y,NorwegianCPI
2021-01-31,YAR.OL,2004-03-25,400.5,388.8,0.0,399.0,400.5,3.74531835205992,32.425179816,0.750317933081224,107386960918.5,271040624.0,12.4999999999962,Basic Materials,3.08251,YAR.OL,0.2639285597912766,0.1050650700252417,0.2530001375390565,8.146185148326984,8.881835456928497,7.395956785841404,0.0037453183520599,0.0,55.880001068115234,8.360560417175293,10.060219764709473,1.11,262.639,5.6,-0.0072588955529692,1.038,114.5
2021-02-28,YAR.OL,2004-03-25,416.6,419.8,0.0,416.3,416.6,3.60057609217475,30.3784684759,0.751303476769336,111703889934.2,263001109.0,5.70921086223575,Basic Materials,3.84691,YAR.OL,0.1578654808226793,0.1944001155523338,0.2819661064286047,6.778075128105376,8.504978591546998,7.447388929703043,0.0007201152184349,0.0,66.12999725341797,8.657600402832031,10.461799621582031,1.44,263.573,5.6,0.0415451255516299,1.307,115.3
2021-03-31,YAR.OL,2004-03-25,444.8,447.0,479803.0,444.2,444.9,4.49640287769784,30.3784684759,0.761453854762471,119265219017.6,263001109.0,6.7690830537708,Basic Materials,3.95954,YAR.OL,0.249438202247191,0.2983074236404124,0.4173747913717831,3.653344477335086,8.0764585896384,7.234109713707454,0.0015737410071942,0.0018243383148623,63.540000915527344,8.544309616088867,10.015250205993652,1.74,264.847,5.6,0.0514263930518092,1.485,115.0
2021-04-30,YAR.OL,2004-03-25,434.7,439.0,525649.0,434.7,435.9,4.60087416609156,30.3784684759,0.760341682531595,116557083423.9,263001109.0,-2.79516994911488,Basic Materials,4.07739,YAR.OL,0.0853932584269663,0.3718595379307565,0.3058783176695576,5.242816634056961,6.734340492971595,7.352339016724328,0.0027605244996549,0.0019986569714426,67.25,8.179309844970703,9.916999816894531,1.65,266.625,6.4,0.0166121735296969,1.449,115.4
2021-05-31,YAR.OL,2004-03-25,445.3,446.5,408767.0,444.3,445.4,4.4913541432742,30.3784684759,0.766504142478736,119399285136.1,263001109.0,7.23090603528185,Basic Materials,4.11133,YAR.OL,0.0688910225636101,0.2376320177876598,0.4048893063012482,5.65995311544711,5.689493626279445,7.362873820430183,0.0024702447788007,0.0015542405944759,69.62999725341797,8.360400199890137,10.190580368041992,1.58,268.404,6.4,0.0338241774641261,1.496,115.3
2021-06-30,YAR.OL,2004-03-25,453.2,460.0,762202.0,453.2,454.0,4.41306266548985,30.3784684759,0.730083016277036,121517529808.4,263001109.0,1.61434977524531,Basic Materials,4.34046,YAR.OL,0.0188848920863309,0.2730337078651685,0.4242464271142629,5.025132967835682,5.232793093342245,7.323399082535047,0.0017652250661959,0.0028980942433972,75.12999725341797,8.55640983581543,10.185400009155272,1.45,270.71,6.4,0.0072785217300976,1.484,115.7
2021-07-31,YAR.OL,2004-03-25,465.3,462.0,0.0,465.3,465.5,4.2983021706426,30.3784684759,0.728989160691516,118523834243.1,263001109.0,2.66990291330924,Basic Materials,4.72825,YAR.OL,0.0703933747412008,0.1617977528089889,0.2838621150630338,2.985036184260767,3.830261778290263,6.57572103103568,0.0004298302170642,0.0,76.33000183105469,8.806900024414062,10.46045970916748,1.24,271.965,3.5,0.0118827333923996,1.242,116.9
2021-08-31,YAR.OL,2004-03-25,436.6,447.0,903789.0,436.6,437.3,4.58085203847916,30.3784684759,0.728989160691516,111213208748.2,263001109.0,-6.16806361583774,Basic Materials,4.78271,YAR.OL,-0.0195373905232427,0.0480076812289966,0.2517404955596471,4.826831310278477,5.276718280143097,6.82364113269859,0.0016032982134676,0.0034364455854823,76.33000183105469,8.668319702148438,10.226329803466797,1.3,272.752,3.5,0.0066826143975982,1.231,116.9
2021-09-30,YAR.OL,2004-03-25,434.3,436.0,1003303.0,434.0,434.3,4.60511167395809,30.3784684759,0.725625936210898,110627339806.1,263001109.0,1.86044988211926,Basic Materials,4.53108,YAR.OL,-0.041703442188879,-0.0236061151079136,0.2676594291524981,4.885725731947828,4.649622010041893,6.664912278363231,0.0006907667510937,0.0038148242180986,78.5199966430664,8.767210006713867,10.171019554138184,1.52,273.942,3.5,0.0187938637072853,1.417,118.2
2021-10-31,YAR.OL,2004-03-25,440.8,437.5,0.0,440.8,440.9,4.53720508166969,30.3784684759,0.714478212286379,112283056381.599,263001109.0,1.49666129622033,Basic Materials,4.62836,YAR.OL,-0.0526542015903718,0.0140326662065792,0.3911103849088508,4.53389786496549,4.316007072369595,5.8473378304551344,0.0002268602540834,0.0,84.37999725341797,8.421540260314941,9.72902011871338,1.55,276.528,7.4,0.02532414500567,1.682,117.6
